хую;0.0003
подговнять;0.0122
подонки;0.0024
подонок;0.0015
подъебнуть;0.0041
подъебнуться;0.0042
поебать;0.0185
поебень;0.0019
поёбываает;0.0147
поскуда;0.008
посрать;0.0027
потаскуха;0.0144
потаскушка;0.0141
похер;0.0063
похерил;0.0137
похерила;0.0197
похерили;0.0169
похеру;0.0091
похрен;0.0003
похрену;0.0095
похуй;0.0089
похуист;0.0169
похуистка;0.0163
похую;0.0085
придурок;0.0088
приебаться;0.0132
припиздень;0.0004
припизднутый;0.0015
припиздюлина;0.0051
пробзделся;0.0022
проблядь;0.0076
проеб;0.0161
проебанка;0.0107
проебать;0.0199
промандеть;0.0146
промудеть;0.008
пропизделся;0.0084
пропиздеть;0.0097
пропиздячить;0.0063
раздолбай;0.0172
разхуячить;0.004
разъеб;0.0038
разъеба;0.0144
разъебай;0.0181
разъебать;0.013
распиздай;0.0197
распиздеться;0.016
распиздяй;0.0148
распиздяйство;0.0075
распроеть;0.0006
сволота;0.0159
сволочь;0.0115
сговнять;0.0105
секель;0.0171
серун;0.0091
серька;0.0037
сестроеб;0.0125
сикель;0.0056
сила;0.0181
сирать;0.0107
сирывать;0.0073
соси;0.0008
спиздел;0.0154
спиздеть;0.0078
спиздил;0.0038
спиздила;0.0027
спиздили;0.0181
спиздит;0.0189
спиздить;0.0147
срака;0.0161
сраку;0.0007
сраный;0.0115
сранье;0.0114
срать;0.0165
срун;0.0198
ссака;0.0044
ссышь;0.0035
стерва;0.0013
страхопиздище;0.0119
сука;0.0061
суки;0.0145
суходрочка;0.0195
сучара;0.0064
сучий;0.0117
сучка;0.01
сучко;0.0017
сучонок;0.0131
сучье;0.0131
сцание;0.006
сцать;0.004
сцука;0.0069
сцуки;0.0068
сцуконах;0.0104
сцуль;0.0176
сцыха;0.0052
сцышь;0.0129
съебаться;0.0193
сыкун;0.0098
трахае6;0.0026
трахаеб;0.0005
трахаёб;0.0109
трахатель;0.0157
ублюдок;0.0104
уебать;0.0148
уёбища;0.005
уебище;0.0009
уёбище;0.0058
уебищное;0.0068
уёбищное;0.0151
уебк;0.0052
уебки;0.0025
уёбки;0.0199
уебок;0.0059
уёбок;0.0107
урюк;0.0031
усраться;0.0007
ушлепок;0.0195
х_у_я_р_а;0.0046
хyё;0.0163
хyй;0.0113
хyйня;0.0149
хамло;0.0083
хер;0.0117
херня;0.0197
херовато;0.0127
херовина;0.0106
херовый;0.0182
хитровыебанный;0.0052
хитрожопый;0.0077
хуeм;0.0191
хуе;0.0152
хуё;0.018
хуевато;0.0013
хуёвенький;0.0018
хуевина;0.01
хуево;0.0077
хуевый;0.0074
хуёвый;0.0194
хуек;0.0168
хуёк;0.0144
хуел;0.0155
хуем;0.0078
хуенч;0.0151
хуеныш;0.0018
хуенький;0.0025
хуеплет;0.0087
хуеплёт;0.0166
хуепромышленник;0.002
хуерик;0.0097
хуерыло;0.011
хуесос;0.0123
хуесоска;0.0164
хуета;0.0192
хуетень;0.0149
хуею;0.0195
хуи;0.0138
хуй;0.0067
хуйком;0.0005
хуйло;0.0125
хуйня;0.011
хуйрик;0.0073
хуище;0.0177
хуля;0.0084
хую;0.011
хуюл;0.001
хуя;0.0089
хуяк;0.0019
хуякать;0.0033
хуякнуть;0.0168
хуяра;0.0153
хуясе;0.0117
хуячить;0.0168
целка;0.0083
чмо;0.0118
чмошник;0.0189
чмырь;0.0036
шалава;0.0122
шалавой;0.0153
шараёбиться;0.0067
шлюха;0.0086
шлюхой;0.0009
шлюшка;0.0163
ябывает;0.0097

